Trading Date,Interval Number,Trading Interval,Operational Demand (MW),Extracted At
"2017-01-01",1,2017-01-01 08:00:00,1503.004,"2021-11-03 15:10:03"
"2017-01-01",2,2017-01-01 08:30:00,1498.556,
"2017-01-01",3,2017-01-01 09:00:00,1496.974,
"2017-01-01",4,2017-01-01 09:30:00,1498.764,
"2017-01-01",5,2017-01-01 10:00:00,1511.392,
"2017-01-01",6,2017-01-01 10:30:00,1529.344,
"2017-01-01",7,2017-01-01 11:00:00,1553.692,
"2017-01-01",8,2017-01-01 11:30:00,1571.532,
"2017-01-01",9,2017-01-01 12:00:00,1600.082,
"2017-01-01",10,2017-01-01 12:30:00,1634.768,
"2017-01-01",11,2017-01-01 13:00:00,1669.862,
"2017-01-01",12,2017-01-01 13:30:00,1697.348,
"2017-01-01",13,2017-01-01 14:00:00,1741.85,
"2017-01-01",14,2017-01-01 14:30:00,1782.546,
"2017-01-01",15,2017-01-01 15:00:00,1833.128,
"2017-01-01",16,2017-01-01 15:30:00,1900.458,
"2017-01-01",17,2017-01-01 16:00:00,1974.134,
"2017-01-01",18,2017-01-01 16:30:00,2052.956,
"2017-01-01",19,2017-01-01 17:00:00,2122.376,
"2017-01-01",20,2017-01-01 17:30:00,2179.51,
"2017-01-01",21,2017-01-01 18:00:00,2214.016,
"2017-01-01",22,2017-01-01 18:30:00,2216.516,
"2017-01-01",23,2017-01-01 19:00:00,2208.05,
"2017-01-01",24,2017-01-01 19:30:00,2214.984,
"2017-01-01",25,2017-01-01 20:00:00,2206.372,
"2017-01-01",26,2017-01-01 20:30:00,2157.388,
"2017-01-01",27,2017-01-01 21:00:00,2090.698,
"2017-01-01",28,2017-01-01 21:30:00,2023.048,
"2017-01-01",29,2017-01-01 22:00:00,1978.006,
"2017-01-01",30,2017-01-01 22:30:00,1902.898,
"2017-01-01",31,2017-01-01 23:00:00,1831.444,
"2017-01-01",32,2017-01-01 23:30:00,1776.406,
"2017-01-01",33,2017-01-02 00:00:00,1728.322,
"2017-01-01",34,2017-01-02 00:30:00,1694.808,
"2017-01-01",35,2017-01-02 01:00:00,1662.776,
"2017-01-01",36,2017-01-02 01:30:00,1635.168,
"2017-01-01",37,2017-01-02 02:00:00,1596.836,
"2017-01-01",38,2017-01-02 02:30:00,1566.648,
"2017-01-01",39,2017-01-02 03:00:00,1567.534,
"2017-01-01",40,2017-01-02 03:30:00,1559.05,
"2017-01-01",41,2017-01-02 04:00:00,1565.618,
"2017-01-01",42,2017-01-02 04:30:00,1567.308,
"2017-01-01",43,2017-01-02 05:00:00,1553.77,
"2017-01-01",44,2017-01-02 05:30:00,1546.576,
"2017-01-01",45,2017-01-02 06:00:00,1571.836,
"2017-01-01",46,2017-01-02 06:30:00,1564.952,
"2017-01-01",47,2017-01-02 07:00:00,1575.262,
"2017-01-01",48,2017-01-02 07:30:00,1592.008,
"2017-01-02",1,2017-01-02 08:00:00,1614.638,
"2017-01-02",2,2017-01-02 08:30:00,1630.592,
"2017-01-02",3,2017-01-02 09:00:00,1671.402,
"2017-01-02",4,2017-01-02 09:30:00,1709.16,
"2017-01-02",5,2017-01-02 10:00:00,1766.206,
