Trading Date,Interval Number,Trading Interval,Operational Demand (MW),Extracted At
"2016-01-01",1,2016-01-01 08:00:00,1702.29,"2021-11-03 15:10:20"
"2016-01-01",2,2016-01-01 08:30:00,1716.864,
"2016-01-01",3,2016-01-01 09:00:00,1731.264,
"2016-01-01",4,2016-01-01 09:30:00,1745.298,
"2016-01-01",5,2016-01-01 10:00:00,1748.074,
"2016-01-01",6,2016-01-01 10:30:00,1758.602,
"2016-01-01",7,2016-01-01 11:00:00,1798.798,
"2016-01-01",8,2016-01-01 11:30:00,1850.898,
"2016-01-01",9,2016-01-01 12:00:00,1902.394,
"2016-01-01",10,2016-01-01 12:30:00,1969.17,
"2016-01-01",11,2016-01-01 13:00:00,2038.394,
"2016-01-01",12,2016-01-01 13:30:00,2120.14,
"2016-01-01",13,2016-01-01 14:00:00,2202.92,
"2016-01-01",14,2016-01-01 14:30:00,2292.662,
"2016-01-01",15,2016-01-01 15:00:00,2385.596,
"2016-01-01",16,2016-01-01 15:30:00,2462.282,
"2016-01-01",17,2016-01-01 16:00:00,2538.82,
"2016-01-01",18,2016-01-01 16:30:00,2610.786,
"2016-01-01",19,2016-01-01 17:00:00,2678.752,
"2016-01-01",20,2016-01-01 17:30:00,2703.16,
"2016-01-01",21,2016-01-01 18:00:00,2707.384,
"2016-01-01",22,2016-01-01 18:30:00,2684.844,
"2016-01-01",23,2016-01-01 19:00:00,2647.118,
"2016-01-01",24,2016-01-01 19:30:00,2657.452,
"2016-01-01",25,2016-01-01 20:00:00,2638.322,
"2016-01-01",26,2016-01-01 20:30:00,2590.57,
"2016-01-01",27,2016-01-01 21:00:00,2526.536,
"2016-01-01",28,2016-01-01 21:30:00,2429.012,
"2016-01-01",29,2016-01-01 22:00:00,2342.518,
"2016-01-01",30,2016-01-01 22:30:00,2243.898,
"2016-01-01",31,2016-01-01 23:00:00,2154.116,
"2016-01-01",32,2016-01-01 23:30:00,2059.322,
"2016-01-01",33,2016-01-02 00:00:00,1980.648,
"2016-01-01",34,2016-01-02 00:30:00,1942.236,
"2016-01-01",35,2016-01-02 01:00:00,1894.874,
"2016-01-01",36,2016-01-02 01:30:00,1851.13,
"2016-01-01",37,2016-01-02 02:00:00,1832.702,
"2016-01-01",38,2016-01-02 02:30:00,1800.27,
"2016-01-01",39,2016-01-02 03:00:00,1782.224,
"2016-01-01",40,2016-01-02 03:30:00,1769.916,
"2016-01-01",41,2016-01-02 04:00:00,1774.7,
"2016-01-01",42,2016-01-02 04:30:00,1768.302,
"2016-01-01",43,2016-01-02 05:00:00,1746.098,
"2016-01-01",44,2016-01-02 05:30:00,1733.37,
"2016-01-01",45,2016-01-02 06:00:00,1771.886,
"2016-01-01",46,2016-01-02 06:30:00,1798.714,
"2016-01-01",47,2016-01-02 07:00:00,1838.102,
"2016-01-01",48,2016-01-02 07:30:00,1864.01,
"2016-01-02",1,2016-01-02 08:00:00,1896.94,
"2016-01-02",2,2016-01-02 08:30:00,1920.852,
