Trading Date,Interval Number,Trading Interval,Operational Demand (MW),Extracted At
"2007-01-01",1,2007-01-01 08:00:00,1537.176,"2021-11-03 15:12:12"
"2007-01-01",2,2007-01-01 08:30:00,1578.044,
"2007-01-01",3,2007-01-01 09:00:00,1618.662,
"2007-01-01",4,2007-01-01 09:30:00,1647.62,
"2007-01-01",5,2007-01-01 10:00:00,1677.81,
"2007-01-01",6,2007-01-01 10:30:00,1706.956,
"2007-01-01",7,2007-01-01 11:00:00,1728.536,
"2007-01-01",8,2007-01-01 11:30:00,1743.996,
"2007-01-01",9,2007-01-01 12:00:00,1748.504,
"2007-01-01",10,2007-01-01 12:30:00,1752.988,
"2007-01-01",11,2007-01-01 13:00:00,1753.35,
"2007-01-01",12,2007-01-01 13:30:00,1757.392,
"2007-01-01",13,2007-01-01 14:00:00,1772.256,
"2007-01-01",14,2007-01-01 14:30:00,1783.558,
"2007-01-01",15,2007-01-01 15:00:00,1801.812,
"2007-01-01",16,2007-01-01 15:30:00,1825.21,
"2007-01-01",17,2007-01-01 16:00:00,1847.424,
"2007-01-01",18,2007-01-01 16:30:00,1860.31,
"2007-01-01",19,2007-01-01 17:00:00,1847.364,
"2007-01-01",20,2007-01-01 17:30:00,1828.984,
"2007-01-01",21,2007-01-01 18:00:00,1789.756,
"2007-01-01",22,2007-01-01 18:30:00,1762.022,
"2007-01-01",23,2007-01-01 19:00:00,1745.764,
"2007-01-01",24,2007-01-01 19:30:00,1781.52,
"2007-01-01",25,2007-01-01 20:00:00,1771.898,
"2007-01-01",26,2007-01-01 20:30:00,1721.634,
"2007-01-01",27,2007-01-01 21:00:00,1658.448,
"2007-01-01",28,2007-01-01 21:30:00,1578.782,
"2007-01-01",29,2007-01-01 22:00:00,1487.872,
"2007-01-01",30,2007-01-01 22:30:00,1438.242,
"2007-01-01",31,2007-01-01 23:00:00,1410.75,
"2007-01-01",32,2007-01-01 23:30:00,1388.718,
"2007-01-01",33,2007-01-02 00:00:00,1362.888,
"2007-01-01",34,2007-01-02 00:30:00,1346.96,
"2007-01-01",35,2007-01-02 01:00:00,1341.346,
"2007-01-01",36,2007-01-02 01:30:00,1336.254,
"2007-01-01",37,2007-01-02 02:00:00,1327.246,
"2007-01-01",38,2007-01-02 02:30:00,1317.494,
"2007-01-01",39,2007-01-02 03:00:00,1328.194,
"2007-01-01",40,2007-01-02 03:30:00,1341.248,
"2007-01-01",41,2007-01-02 04:00:00,1390.112,
"2007-01-01",42,2007-01-02 04:30:00,1429.484,
"2007-01-01",43,2007-01-02 05:00:00,1489.742,
"2007-01-01",44,2007-01-02 05:30:00,1556.426,
"2007-01-01",45,2007-01-02 06:00:00,1671.704,
"2007-01-01",46,2007-01-02 06:30:00,1755.668,
"2007-01-01",47,2007-01-02 07:00:00,1842.562,
"2007-01-01",48,2007-01-02 07:30:00,1914.886,
"2007-01-02",1,2007-01-02 08:00:00,1952.038,
"2007-01-02",2,2007-01-02 08:30:00,1973.546,
"2007-01-02",3,2007-01-02 09:00:00,1978.306,
"2007-01-02",4,2007-01-02 09:30:00,1990.508,
"2007-01-02",5,2007-01-02 10:00:00,1997.094,
"2007-01-02",6,2007-01-02 10:30:00,2003.194,
"2007-01-02",7,2007-01-02 11:00:00,2002.88,
"2007-01-02",8,2007-01-02 11:30:00,2003.218,
"2007-01-02",9,2007-01-02 12:00:00,2020.6,
"2007-01-02",10,2007-01-02 12:30:00,2032.448,
"2007-01-02",11,2007-01-02 13:00:00,2023.124,
"2007-01-02",12,2007-01-02 13:30:00,2024.034,
"2007-01-02",13,2007-01-02 14:00:00,2030.72,
"2007-01-02",14,2007-01-02 14:30:00,2028.188,
"2007-01-02",15,2007-01-02 15:00:00,2013.592,
"2007-01-02",16,2007-01-02 15:30:00,1993.292,
"2007-01-02",17,2007-01-02 16:00:00,1979.266,
"2007-01-02",18,2007-01-02 16:30:00,1958.56,
"2007-01-02",19,2007-01-02 17:00:00,1911.542,
"2007-01-02",20,2007-01-02 17:30:00,1881.908,
"2007-01-02",21,2007-01-02 18:00:00,1847.572,
"2007-01-02",22,2007-01-02 18:30:00,1816.862,
"2007-01-02",23,2007-01-02 19:00:00,1789.182,
"2007-01-02",24,2007-01-02 19:30:00,1805.342,
"2007-01-02",25,2007-01-02 20:00:00,1767.282,
"2007-01-02",26,2007-01-02 20:30:00,1719.19,
"2007-01-02",27,2007-01-02 21:00:00,1647.092,
"2007-01-02",28,2007-01-02 21:30:00,1564.872,
"2007-01-02",29,2007-01-02 22:00:00,1475.568,
"2007-01-02",30,2007-01-02 22:30:00,1408.064,
"2007-01-02",31,2007-01-02 23:00:00,1361.88,
"2007-01-02",32,2007-01-02 23:30:00,1330.88,
"2007-01-02",33,2007-01-03 00:00:00,1306.232,
"2007-01-02",34,2007-01-03 00:30:00,1293.348,
"2007-01-02",35,2007-01-03 01:00:00,1288.638,
"2007-01-02",36,2007-01-03 01:30:00,1275.878,
"2007-01-02",37,2007-01-03 02:00:00,1265.722,
"2007-01-02",38,2007-01-03 02:30:00,1257.79,
"2007-01-02",39,2007-01-03 03:00:00,1262.116,
"2007-01-02",40,2007-01-03 03:30:00,1278.744,
"2007-01-02",41,2007-01-03 04:00:00,1331.842,
"2007-01-02",42,2007-01-03 04:30:00,1384.57,
"2007-01-02",43,2007-01-03 05:00:00,1474.296,
"2007-01-02",44,2007-01-03 05:30:00,1535.152,
"2007-01-02",45,2007-01-03 06:00:00,1640.106,
"2007-01-02",46,2007-01-03 06:30:00,1711.876,
"2007-01-02",47,2007-01-03 07:00:00,1775.93,
"2007-01-02",48,2007-01-03 07:30:00,1817.466,
"2007-01-03",1,2007-01-03 08:00:00,1846.362,
"2007-01-03",2,2007-01-03 08:30:00,1850.954,
"2007-01-03",3,2007-01-03 09:00:00,1844.63,
"2007-01-03",4,2007-01-03 09:30:00,1847.674,
"2007-01-03",5,2007-01-03 10:00:00,1859.3,
"2007-01-03",6,2007-01-03 10:30:00,1859.964,
"2007-01-03",7,2007-01-03 11:00:00,1859.806,
"2007-01-03",8,2007-01-03 11:30:00,1853.138,
"2007-01-03",9,2007-01-03 12:00:00,1854.464,
"2007-01-03",10,2007-01-03 12:30:00,1853.548,
"2007-01-03",11,2007-01-03 13:00:00,1855.53,
"2007-01-03",12,2007-01-03 13:30:00,1854.504,
"2007-01-03",13,2007-01-03 14:00:00,1861.726,
"2007-01-03",14,2007-01-03 14:30:00,1863.7,
"2007-01-03",15,2007-01-03 15:00:00,1873.56,
"2007-01-03",16,2007-01-03 15:30:00,1886.846,
"2007-01-03",17,2007-01-03 16:00:00,1889.64,
"2007-01-03",18,2007-01-03 16:30:00,1882.282,
"2007-01-03",19,2007-01-03 17:00:00,1849.134,
"2007-01-03",20,2007-01-03 17:30:00,1821.084,
"2007-01-03",21,2007-01-03 18:00:00,1796.97,
"2007-01-03",22,2007-01-03 18:30:00,1761.284,
"2007-01-03",23,2007-01-03 19:00:00,1736.04,
"2007-01-03",24,2007-01-03 19:30:00,1749.938,
"2007-01-03",25,2007-01-03 20:00:00,1728.476,
"2007-01-03",26,2007-01-03 20:30:00,1666.266,
"2007-01-03",27,2007-01-03 21:00:00,1585.54,
"2007-01-03",28,2007-01-03 21:30:00,1507.788,
"2007-01-03",29,2007-01-03 22:00:00,1425.43,
"2007-01-03",30,2007-01-03 22:30:00,1365.25,
"2007-01-03",31,2007-01-03 23:00:00,1317.264,
"2007-01-03",32,2007-01-03 23:30:00,1278.736,
"2007-01-03",33,2007-01-04 00:00:00,1246.33,
"2007-01-03",34,2007-01-04 00:30:00,1232.274,
"2007-01-03",35,2007-01-04 01:00:00,1223.034,
"2007-01-03",36,2007-01-04 01:30:00,1214.102,
"2007-01-03",37,2007-01-04 02:00:00,1215.356,
"2007-01-03",38,2007-01-04 02:30:00,1222.36,
"2007-01-03",39,2007-01-04 03:00:00,1229.836,
"2007-01-03",40,2007-01-04 03:30:00,1240.94,
"2007-01-03",41,2007-01-04 04:00:00,1292.356,
"2007-01-03",42,2007-01-04 04:30:00,1346.902,
"2007-01-03",43,2007-01-04 05:00:00,1426.428,
"2007-01-03",44,2007-01-04 05:30:00,1484.528,
"2007-01-03",45,2007-01-04 06:00:00,1586.424,
"2007-01-03",46,2007-01-04 06:30:00,1667.828,
"2007-01-03",47,2007-01-04 07:00:00,1740.938,
"2007-01-03",48,2007-01-04 07:30:00,1800.174,
"2007-01-04",1,2007-01-04 08:00:00,1835.808,
"2007-01-04",2,2007-01-04 08:30:00,1855.888,
"2007-01-04",3,2007-01-04 09:00:00,1871.088,
"2007-01-04",4,2007-01-04 09:30:00,1882.098,
