'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for NORTH ISLAND Western Australia for January 2014,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
NORTH ISLAND,01/01/2014, ,0.0, ,27.2,20.5,75,57,7.07, 
NORTH ISLAND,02/01/2014, ,0.0, ,26.1,19.4,75,57,7.68, 
NORTH ISLAND,03/01/2014, ,0.0, ,26.0,20.6,75,62,10.32, 
NORTH ISLAND,04/01/2014, ,0.0, ,26.4,20.4,75,66,11.59, 
NORTH ISLAND,05/01/2014, ,0.0, ,27.4,20.3,75,63,9.91, 
NORTH ISLAND,06/01/2014, ,0.0, ,28.2,21.3,74,56,6.72, 
NORTH ISLAND,07/01/2014, ,0.0, ,27.0,20.6,72,36,7.00, 
NORTH ISLAND,08/01/2014, ,0.0, ,27.8,20.5,74,66,9.36, 
NORTH ISLAND,09/01/2014, ,0.0, ,27.4,21.2,75,66,10.46, 
NORTH ISLAND,10/01/2014, ,0.0, ,27.4,21.1,75,67,10.66, 
NORTH ISLAND,11/01/2014, ,0.0, ,29.9,22.8,76,60,7.03, 
NORTH ISLAND,12/01/2014, ,0.0, ,28.4,20.0,75,41,6.58, 
NORTH ISLAND,13/01/2014, ,0.0, ,27.8,21.7,77,59,9.93, 
NORTH ISLAND,14/01/2014, ,0.0, ,27.3,20.5,78,65,9.24, 
NORTH ISLAND,15/01/2014, ,0.0, ,27.1,20.5,78,66,8.19, 
NORTH ISLAND,16/01/2014, ,0.0, ,26.4,20.7,81,63,9.68, 
NORTH ISLAND,17/01/2014, ,0.0, ,27.6,20.0,80,67,10.07, 
NORTH ISLAND,18/01/2014, ,0.0, ,29.5,22.2, , , , 
NORTH ISLAND,19/01/2014, ,0.0, , ,23.0, , , , 
NORTH ISLAND,20/01/2014, , , , , , , , , 
NORTH ISLAND,21/01/2014, , , ,31.3, , , , , 
NORTH ISLAND,22/01/2014, ,0.0, ,29.8,24.2,82,60,7.84, 
NORTH ISLAND,23/01/2014, ,0.0, ,28.8,23.2,93,66,9.12, 
NORTH ISLAND,24/01/2014, ,0.0, ,30.0,24.0,87,60,7.43, 
NORTH ISLAND,25/01/2014, ,0.0, ,31.0,24.1, , , , 
NORTH ISLAND,26/01/2014, ,0.0, ,28.8,23.6,89,68,9.28, 
NORTH ISLAND,27/01/2014, ,0.0, ,27.0,21.7,80,54,9.99, 
NORTH ISLAND,28/01/2014, ,0.0, , ,21.3,78,59,12.25, 
NORTH ISLAND,29/01/2014, , , ,31.4, , , , , 
NORTH ISLAND,30/01/2014, ,0.0, ,29.0,23.1,85,65,9.73, 
NORTH ISLAND,31/01/2014, ,0.0, ,27.9,22.9,89,68,9.47, 
Totals:,, ,0, ,,,,,, 
