'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for DALWALLINU Western Australia for July 2012,,,,,,,,,,
Issued at 22:38 GMT on Monday 30 July 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
DALWALLINU,01/07/2012,2.0,0.0, ,18.4,4.4,97,36,2.36,11.50
DALWALLINU,02/07/2012,2.1,0.0, ,18.7,4.3,96,28,2.23,11.48
DALWALLINU,03/07/2012,2.5,0.0, ,18.5,3.4,82,27,3.02,11.60
DALWALLINU,04/07/2012, ,0.0, , ,3.6,100,61,0.97,11.50
DALWALLINU,07/07/2012, , , , , , , , ,10.95
DALWALLINU,08/07/2012, , , , , , , , ,11.35
DALWALLINU,09/07/2012, , , ,13.9, ,100,49,5.67,11.02
DALWALLINU,10/07/2012,1.8,3.2, ,12.5,7.3,100,44,5.26,3.91
DALWALLINU,11/07/2012,2.2,10.6, ,14.3,8.1,100,47,6.36,9.71
DALWALLINU,12/07/2012, , , , , ,100,66,2.90,10.72
DALWALLINU,14/07/2012, , , , , , , , ,12.31
DALWALLINU,15/07/2012, , , , , , , , ,12.26
DALWALLINU,16/07/2012, , , ,18.0, ,100,49,3.13,10.07
DALWALLINU,17/07/2012,2.2,0.2, ,15.3,5.5,100,46,4.90,12.37
DALWALLINU,18/07/2012,2.3,0.0, ,15.4,2.5,100,42,4.71,12.68
DALWALLINU,19/07/2012,2.6,0.0, ,19.4,1.6,99,28,2.90,12.69
DALWALLINU,20/07/2012, ,0.0, , ,4.7,100,65,0.54,12.85
DALWALLINU,23/07/2012, , , , , , , , ,9.79
DALWALLINU,24/07/2012, , , , , , , , ,13.29
DALWALLINU,25/07/2012, , , ,13.7, ,98,44,4.07,13.37
DALWALLINU,26/07/2012,2.1,0.0, ,15.7,2.9,100,44,3.42,13.07
DALWALLINU,27/07/2012,2.5,0.0, ,17.4,4.2,97,34,3.40,12.60
DALWALLINU,28/07/2012, ,0.0, , ,2.1,93,30,3.87,13.69
DALWALLINU,29/07/2012, , , , , , , , ,13.69
Totals:,,22.3,14, ,,,,,, 
